Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.099890709,0.3209976,0.7053691,-0.0467335,-0.4734099,0.1251885,0.8478985,27.70485,-43.78799,-30.01654,1001.554
0.102387428,0.1970734,0.4671319,-0.1079337,-0.4743679,0.1242163,0.849339,27.70485,-43.78799,-30.01654,1001.554
0.104884625,0.1351113,0.4671319,-0.1079337,-0.4753961,0.1271135,0.8497967,27.69836,-43.4276,-30.46943,1001.554
0.107381821,0.07314922,0.1097761,-0.1079337,-0.4700443,0.1281674,0.8473977,27.69836,-43.4276,-30.46943,1001.554
0.109879017,0.1351113,0.1693354,-0.1079337,-0.4738882,0.124712,0.8493352,27.69836,-43.4276,-30.46943,1001.554
0.112376690,0.1970734,0.288454,-0.1691339,-0.4714685,0.1256707,0.8445504,27.69836,-43.4276,-30.46943,1001.554
0.114873886,0.2590355,0.2288947,-0.0467335,-0.4684994,0.123857,0.8493382,27.69836,-43.4276,-30.46943,1001.554
0.117371082,0.2590355,0.2288947,-0.0467335,-0.4744433,0.1286226,0.8521736,27.69836,-43.4276,-30.46943,1001.554
0.119868279,0.1351113,0.05021676,-0.1079337,-0.4714861,0.127249,0.8536147,27.69836,-43.4276,-30.46943,1001.554
0.122365952,0.07314922,0.1097761,-0.0467335,-0.4758697,0.1260937,0.8469383,27.69836,-43.4276,-30.46943,1001.554
0.124863148,0.1970734,0.2288947,0.0144667,-0.4767682,0.121705,0.8469701,27.69836,-43.4276,-30.46943,1001.554
0.127360344,0.1970734,0.1097761,0.0144667,-0.4714297,0.1237875,0.8488627,27.69836,-43.4276,-30.46943,1001.554
0.129857063,0.2590355,-0.06890184,0.0756669,-0.47491,0.1270918,0.8474082,27.69836,-43.4276,-30.46943,1001.554
0.132354260,0.1351113,-0.00934254,0.0144667,-0.4729552,0.1265454,0.8397683,27.69836,-43.4276,-30.46943,1001.554
