1,-0.125,0.0,-0.125,-0.42871094,0.43603516,0.74560547,-0.01171875,0.106933594,-0.0146484375
2,-0.25,-0.0625,-0.125,-0.42871094,0.4321289,0.74560547,-0.010253906,0.106933594,-0.016113281
3,-0.3125,0.375,-0.25,-0.4248047,0.43603516,0.75683594,-0.010253906,0.106933594,-0.016113281
4,-0.25,0.1875,-0.0625,-0.42871094,0.4399414,0.7607422,-0.010253906,0.10546875,-0.016113281
5,-0.4375,0.375,-0.25,-0.42089844,0.43603516,0.7529297,-0.01171875,0.107910156,-0.016113281
6,-0.0625,0.1875,-0.25,-0.4248047,0.43603516,0.75683594,-0.01171875,0.107910156,-0.016113281
7,-0.5,0.4375,-0.25,-0.42089844,0.4321289,0.7529297,-0.01171875,0.106933594,-0.013183594
8,-0.3125,0.3125,-0.25,-0.4248047,0.43603516,0.7529297,-0.01171875,0.10546875,-0.016113281
9,-0.125,0.3125,-0.375,-0.42089844,0.4321289,0.7495117,-0.01171875,0.10546875,-0.016113281
10,-0.4375,0.4375,-0.125,-0.4169922,0.43603516,0.7416992,-0.010253906,0.10546875,-0.016113281
11,-0.5,0.125,-0.25,-0.42089844,0.43603516,0.7529297,-0.01171875,0.107910156,-0.016113281
12,-0.3125,0.1875,-0.5625,-0.4169922,0.43603516,0.7495117,-0.01171875,0.107910156,-0.016113281
13,-0.375,0.0625,-0.3125,-0.4248047,0.4321289,0.74560547,-0.009277344,0.106933594,-0.016113281
14,-0.625,0.3125,-0.5,-0.42871094,0.4477539,0.74560547,-0.010253906,0.107910156,-0.016113281
15,-0.625,0.0,-0.4375,-0.4248047,0.4321289,0.7495117,-0.010253906,0.107910156,-0.016113281
16,-0.5,0.25,-0.625,-0.42871094,0.4321289,0.7529297,-0.009277344,0.10546875,-0.013183594
17,-0.625,0.0,-0.4375,-0.42871094,0.42822266,0.7529297,-0.0126953125,0.104003906,-0.0146484375
18,-0.375,0.1875,-0.5,-0.42871094,0.42822266,0.7495117,-0.0126953125,0.104003906,-0.0146484375
19,-0.625,0.125,-0.375,-0.42871094,0.4243164,0.75683594,-0.009277344,0.10546875,-0.0146484375
20,-0.5,0.0625,-0.3125,-0.4248047,0.4321289,0.7495117,-0.01171875,0.10546875,-0.0146484375
21,-0.5625,0.0625,-0.4375,-0.4248047,0.4321289,0.7495117,-0.01171875,0.10546875,-0.0146484375
22,-0.5,0.125,-0.4375,-0.4248047,0.4321289,0.7529297,-0.010253906,0.106933594,-0.0146484375
23,-0.4375,0.0625,-0.1875,-0.4248047,0.43603516,0.7495117,-0.010253906,0.10546875,-0.0146484375
24,-0.4375,0.0625,-0.3125,-0.4248047,0.43603516,0.74560547,-0.010253906,0.10546875,-0.0146484375
25,-0.375,-0.1875,-0.375,-0.4326172,0.44384766,0.74560547,-0.010253906,0.10546875,-0.0146484375
26,-0.4375,0.3125,-0.5,-0.42089844,0.4321289,0.74560547,-0.010253906,0.106933594,-0.013183594
27,-0.4375,0.3125,-0.1875,-0.4248047,0.42822266,0.7607422,-0.010253906,0.106933594,-0.013183594
28,-0.1875,0.0625,-0.3125,-0.42871094,0.4321289,0.75683594,-0.010253906,0.10546875,-0.016113281
29,-0.1875,0.125,-0.4375,-0.42089844,0.4321289,0.7607422,-0.010253906,0.106933594,-0.0146484375
30,-0.5,0.25,-0.4375,-0.4248047,0.43603516,0.7495117,-0.010253906,0.106933594,-0.0146484375
31,-0.375,0.1875,-0.4375,-0.4248047,0.4321289,0.7529297,-0.01171875,0.104003906,-0.016113281
32,-0.375,0.25,-0.4375,-0.42871094,0.4321289,0.74560547,-0.010253906,0.107910156,-0.0146484375
33,-0.5625,0.25,-0.3125,-0.42871094,0.4321289,0.7529297,-0.010253906,0.107910156,-0.0146484375
34,-0.5,0.125,-0.25,-0.4248047,0.4321289,0.7529297,-0.01171875,0.106933594,-0.0146484375
35,-0.5625,0.1875,-0.375,-0.4169922,0.4321289,0.7529297,-0.009277344,0.10546875,-0.0146484375
36,-0.4375,0.25,-0.5625,-0.42871094,0.4321289,0.74560547,-0.009277344,0.10546875,-0.0146484375
37,-0.3125,0.25,-0.3125,-0.42871094,0.4321289,0.7529297,-0.009277344,0.106933594,-0.0146484375
