Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
7234,-100,-10.6875,122.375,-0.05029297,0.1230469,-0.6704102,0.00390625,-0.1362305,0.6049805
7238,-103.75,-7.25,134.625,-0.02685547,0.1269531,-0.6860352,0.001464844,-0.1445313,0.605957
7242,-109.375,-2,142.75,-0.02294922,0.1621094,-0.6972656,0.001464844,-0.1445313,0.605957
7246,-115.375,3.75,147.1875,-0.03466797,0.1933594,-0.7431641,0.0004882813,-0.1484375,0.6074219
7250,-121.9375,8,149.1875,-0.05029297,0.2050781,-0.796875,-0.0004882813,-0.1547852,0.6035156
7254,-128.375,11.8125,148.9375,-0.04638672,0.2089844,-0.8354492,-0.0004882813,-0.1547852,0.6035156
7258,-135.0625,15.9375,147,-0.05029297,0.2167969,-0.8505859,-0.004394531,-0.1640625,0.605957
7262,-142.25,20.9375,143.3125,-0.05810547,0.2285156,-0.8657227,-0.006835938,-0.1723633,0.6020508
7266,-148.5625,25.25,139.3125,-0.07373047,0.2402344,-0.8852539,-0.006835938,-0.1723633,0.6020508
7270,-153.75,28.5,134.8125,-0.07373047,0.2563477,-0.9003906,-0.01025391,-0.1801758,0.6049805
7274,-156.8125,30.375,131.125,-0.06982422,0.2563477,-0.9345703,-0.01416016,-0.1894531,0.6005859
7278,-158.8125,31.5625,128.875,-0.06591797,0.2402344,-0.9614258,-0.01416016,-0.1894531,0.6005859
7282,-160.0625,31.6875,127.125,-0.05419922,0.2324219,-0.9541016,-0.01806641,-0.1987305,0.5981445
7286,-161.5625,31.1875,127.5625,-0.03076172,0.2050781,-0.9614258,-0.02050781,-0.2080078,0.5966797
7290,-163.0625,30.75,129,0.0078125,0.1933594,-0.9541016,-0.02050781,-0.2080078,0.5966797
7294,-163.875,29.625,131.125,0.04296875,0.1894531,-0.9731445,-0.02685547,-0.21875,0.5927734
7298,-164,27.75,132.4375,0.0546875,0.1972656,-0.980957,-0.03417969,-0.2280273,0.5874023
7302,-163.25,23.875,133,0.07421875,0.2050781,-0.9960938,-0.03417969,-0.2280273,0.5874023
7306,-163.125,19.4375,132.875,0.07421875,0.1933594,-1.022949,-0.03759766,-0.2358398,0.5805664
7310,-163.5,14.6875,132,0.078125,0.1855469,-1.057129,-0.04296875,-0.2436523,0.5742188
7314,-164.4375,9,129.875,0.07421875,0.1855469,-1.083984,-0.04296875,-0.2436523,0.5742188
7318,-166.5,4.125,126.5625,0.0625,0.1699219,-1.106934,-0.04882813,-0.2514648,0.5673828
7323,-180.6875,-14,83.1875,-0.07763672,0.2480469,-1.279297,-0.06542969,-0.2700195,0.53125
7327,-181.125,-16.1875,75.5625,-0.1010742,0.2602539,-1.313965,-0.06884766,-0.2714844,0.5205078
7331,-182.375,-17.8125,69.5,-0.112793,0.2836914,-1.36377,-0.06884766,-0.2714844,0.5205078
7335,-182.5625,-19.125,63.875,-0.1245117,0.3227539,-1.386719,-0.07128906,-0.2744141,0.5126953
7339,-180.75,-19.8125,58.4375,-0.1323242,0.3774414,-1.416992,-0.07275391,-0.2744141,0.503418
7343,-176.5,-21.125,53.75,-0.1635742,0.4204102,-1.439941,-0.07275391,-0.2744141,0.503418
7347,-170.125,-22.375,49.625,-0.206543,0.4555664,-1.463379,-0.07275391,-0.2729492,0.4936523
7351,-161.25,-25.3125,47,-0.2495117,0.4711914,-1.501465,-0.07275391,-0.2700195,0.4858398
7355,-149.875,-28.4375,45.125,-0.2919922,0.5024414,-1.543457,-0.07275391,-0.2700195,0.4858398
7359,-137.6875,-31.5625,43,-0.3232422,0.5063477,-1.578125,-0.07519531,-0.2700195,0.4790039
7363,-124.8125,-35.5,41.5625,-0.3466797,0.4907227,-1.620117,-0.07373047,-0.2651367,0.4750977
7367,-113,-39.75,39.3125,-0.3818359,0.4946289,-1.650879,-0.07373047,-0.2651367,0.4750977
7371,-105.625,-44.5625,40.3125,-0.3974609,0.4243164,-1.692871,-0.07275391,-0.2636719,0.4726563
7375,-99.9375,-46.8125,44.3125,-0.4248047,0.3188477,-1.681152,-0.07275391,-0.262207,0.4711914
7379,-89.1875,-49.375,41.375,-0.4599609,0.3852539,-1.673828,-0.07275391,-0.262207,0.4711914
7383,-79.125,-54,41.625,-0.4677734,0.3032227,-1.727539,-0.07373047,-0.262207,0.4682617
7387,-72.1875,-55.875,42.0625,-0.4755859,0.2641602,-1.750488,-0.07373047,-0.2568359,0.4682617
7391,-67.5625,-57,40.1875,-0.4794922,0.2563477,-1.769531,-0.07373047,-0.2568359,0.4682617
7395,-65.125,-57.6875,35.9375,-0.4833984,0.2641602,-1.803711,-0.07275391,-0.2558594,0.4672852
7399,-64.25,-58.1875,30.4375,-0.4873047,0.2719727,-1.81543,-0.07275391,-0.2514648,0.4643555
7403,-63.625,-59.0625,23.9375,-0.4990234,0.2524414,-1.823242,-0.07275391,-0.2514648,0.4643555
7407,-61.75,-59.375,17.5625,-0.5224609,0.2363281,-1.82666,-0.07275391,-0.2543945,0.4658203
7411,-58,-59.8125,11.1875,-0.5498047,0.2246094,-1.81543,-0.06884766,-0.2514648,0.4658203
7415,-53,-59.375,3.4375,-0.5732422,0.2324219,-1.807617,-0.06884766,-0.2514648,0.4658203
7419,-46.5,-58.5,-4.25,-0.6040039,0.2324219,-1.81543,-0.06884766,-0.2529297,0.4643555
7423,-39.625,-57.3125,-12.4375,-0.6352539,0.2480469,-1.849609,-0.06787109,-0.2504883,0.4643555
7427,-33.4375,-55.1875,-21.3125,-0.6704102,0.2758789,-1.857422,-0.06787109,-0.2504883,0.4643555
7432,8.4375,-35.125,-49.875,-0.8266602,0.2441406,-1.819336,-0.06152344,-0.2514648,0.4619141
7436,13.875,-28.6875,-48.6875,-0.8422852,0.2402344,-1.807617,-0.05908203,-0.2543945,0.4628906
7440,17.375,-22,-46.1875,-0.8422852,0.2524414,-1.803711,-0.05761719,-0.2514648,0.4619141
7444,20.0625,-14.9375,-42.75,-0.8344727,0.2680664,-1.79248,-0.05761719,-0.2514648,0.4619141
7448,23.3125,-8.4375,-39.5625,-0.8266602,0.2993164,-1.776855,-0.05761719,-0.2529297,0.4628906
7452,27.6875,-2.0625,-36,-0.7993164,0.3227539,-1.742676,-0.05761719,-0.2543945,0.4619141
7456,33.8125,3.875,-32,-0.7641602,0.3422852,-1.711914,-0.05761719,-0.2543945,0.4619141
7460,40.125,9.1875,-28.8125,-0.7368164,0.3461914,-1.708008,-0.05517578,-0.2529297,0.4604492
7464,47.25,14.125,-25.0625,-0.7016602,0.3696289,-1.685059,-0.05419922,-0.2543945,0.4628906
7468,53,18,-21.75,-0.6508789,0.3852539,-1.654785,-0.05419922,-0.2543945,0.4628906
7472,58.25,21.0625,-19.125,-0.6118164,0.4086914,-1.63916,-0.05419922,-0.2543945,0.4643555
7476,64.125,22.6875,-17.375,-0.5537109,0.4282227,-1.620117,-0.05517578,-0.2558594,0.4643555
7480,70.1875,21.5,-17,-0.4990234,0.4282227,-1.616211,-0.05517578,-0.2558594,0.4643555
7484,77,19.4375,-18,-0.4443359,0.4516602,-1.570313,-0.05419922,-0.2583008,0.4643555
7488,82.125,17.0625,-20.5,-0.3935547,0.4672852,-1.516602,-0.05419922,-0.2583008,0.4658203
7492,87.75,12.3125,-23.0625,-0.3388672,0.4516602,-1.486328,-0.05419922,-0.2583008,0.4658203
7496,94.25,6.9375,-25.9375,-0.2841797,0.4360352,-1.459473,-0.05517578,-0.262207,0.4658203
7500,100.5,0.5625,-28.75,-0.2299805,0.4008789,-1.413574,-0.05517578,-0.2636719,0.4682617
7504,107.125,-6.5,-32.0625,-0.190918,0.3930664,-1.397949,-0.05517578,-0.2636719,0.4682617
7508,113.9375,-14.125,-36.875,-0.1401367,0.3969727,-1.375,-0.05273438,-0.2661133,0.4726563
7512,120.5,-23.5625,-43.6875,-0.1088867,0.4086914,-1.36377,-0.05175781,-0.2661133,0.4804688
7516,126.25,-33.5,-52.25,-0.07763672,0.4321289,-1.36377,-0.05175781,-0.2661133,0.4804688
7520,130.375,-44.0625,-62.5625,-0.05810547,0.4477539,-1.355957,-0.05175781,-0.269043,0.4858398
7524,134.4375,-54.125,-75.1875,-0.05029297,0.4868164,-1.333008,-0.04638672,-0.2675781,0.4858398
7528,137.5,-62.4375,-91.5625,-0.07373047,0.5688477,-1.294922,-0.04638672,-0.2675781,0.4858398
7532,141.8125,-70.3125,-112.5,-0.1206055,0.6313477,-1.268066,-0.04394531,-0.2700195,0.4936523
7536,149.25,-79.1875,-134.1875,-0.1948242,0.6391602,-1.310059,-0.04052734,-0.2714844,0.496582
7541,188.25,-97.625,-198.75,-0.3662109,0.3579102,-1.087891,-0.0078125,-0.2568359,0.5258789
7545,189.875,-96.125,-195.75,-0.3818359,0.3071289,-1.030273,-0.0078125,-0.2568359,0.5258789
7549,190.4375,-93.25,-191,-0.3974609,0.2602539,-1,0.001464844,-0.2504883,0.5366211
7553,191.0625,-92.0625,-185.5,-0.3935547,0.2089844,-0.9575195,0.0078125,-0.2436523,0.5419922
7557,190.875,-90.5,-180,-0.3857422,0.1621094,-0.9272461,0.0078125,-0.2436523,0.5419922
7561,189.875,-90.3125,-174.3125,-0.3701172,0.1230469,-0.8852539,0.01660156,-0.2358398,0.5458984
7565,186.6875,-86.125,-169.5,-0.3427734,0.09960938,-0.8735352,0.02294922,-0.2265625,0.5541992
7569,181.0625,-84.125,-165.5625,-0.3193359,0.07617188,-0.8427734,0.02294922,-0.2265625,0.5541992
7573,173.8125,-81.6875,-162.5,-0.3037109,0.05273438,-0.8198242,0.03027344,-0.2172852,0.559082
7577,166.4375,-80.125,-159.9375,-0.2802734,0.009765625,-0.796875,0.0390625,-0.2104492,0.5605469
7581,159.625,-78.75,-158.0625,-0.2607422,-0.009277344,-0.777832,0.0390625,-0.2104492,0.5605469
7585,154.5625,-78.0625,-156.875,-0.2299805,-0.04833984,-0.7626953,0.04638672,-0.2001953,0.5634766
7589,150.5,-78.875,-154.375,-0.2143555,-0.08740234,-0.7397461,0.05029297,-0.1933594,0.5644531
7593,146.125,-79.75,-151.375,-0.2026367,-0.1108398,-0.7089844,0.05029297,-0.1933594,0.5644531
7597,142,-80.9375,-148.1875,-0.1791992,-0.1108398,-0.6972656,0.05761719,-0.184082,0.565918
7601,138.625,-82.875,-145,-0.175293,-0.1186523,-0.6860352,0.0625,-0.1748047,0.5712891
7605,135.75,-85.5625,-141.5625,-0.1713867,-0.1186523,-0.6899414,0.0625,-0.1748047,0.5712891
7609,132.375,-87.5625,-137.5625,-0.1674805,-0.1303711,-0.6743164,0.06982422,-0.168457,0.5698242
7613,129.8125,-91.25,-134,-0.1635742,-0.1147461,-0.6704102,0.07128906,-0.1616211,0.5712891
7617,126.9375,-91.5625,-131.625,-0.1479492,-0.1069336,-0.6669922,0.07128906,-0.1616211,0.5712891
7621,122.875,-90.9375,-129.875,-0.1323242,-0.09912109,-0.6591797,0.07617188,-0.1523438,0.5698242
7625,117.3125,-90.5625,-129.1875,-0.1166992,-0.07568359,-0.6362305,0.08251953,-0.1455078,0.5698242
7629,112.25,-89.625,-130.5625,-0.1088867,-0.04443359,-0.6362305,0.08251953,-0.1455078,0.5698242
7633,106.75,-86.3125,-132.625,-0.1049805,-0.02880859,-0.628418,0.08642578,-0.1376953,0.5688477
7637,100.875,-83.375,-134.6875,-0.09326172,-0.02099609,-0.6206055,0.08984375,-0.1313477,0.5688477
7641,95.125,-81.25,-136.8125,-0.09326172,-0.02880859,-0.6171875,0.08984375,-0.1313477,0.5688477
7645,89.375,-79.6875,-137.875,-0.08935547,-0.04052734,-0.6171875,0.09228516,-0.1230469,0.5673828
7650,48.0625,-77.6875,-125.3125,-0.01513672,-0.1655273,-0.5444336,0.105957,-0.1020508,0.5620117
7654,41.8125,-79.5625,-121.375,-0.02294922,-0.1733398,-0.5405273,0.1074219,-0.09667969,0.5605469
7658,37.0625,-81.6875,-117.125,-0.03076172,-0.1928711,-0.5366211,0.1074219,-0.09667969,0.5605469
7662,32.3125,-83.25,-111.8125,-0.03857422,-0.2084961,-0.5214844,0.1123047,-0.09277344,0.5581055
7666,29.125,-83.4375,-108.75,-0.1088867,-0.1459961,-0.4829102,0.1147461,-0.08886719,0.5581055
7670,25.6875,-85,-100.875,-0.01123047,-0.1772461,-0.5366211,0.1147461,-0.08886719,0.5581055
7674,24.25,-84.6875,-98.5625,-0.05419922,-0.1459961,-0.5825195,0.1186523,-0.08496094,0.5541992
7678,18.75,-83.0625,-94.0625,-0.07763672,-0.1733398,-0.5556641,0.1210938,-0.08105469,0.5527344
7682,13.1875,-79.125,-91.5,-0.06982422,-0.1303711,-0.5595703,0.1210938,-0.08105469,0.5527344
7686,6.8125,-74.3125,-88.9375,-0.07373047,-0.09521484,-0.5517578,0.1235352,-0.07958984,0.5512695
7690,0.25,-69.25,-85.75,-0.07373047,-0.07177734,-0.5478516,0.125,-0.07666016,0.5488281
7694,-5.9375,-64.125,-81.4375,-0.08544922,-0.06396484,-0.5405273,0.125,-0.07666016,0.5488281
7698,-10.75,-59.25,-76.5625,-0.09326172,-0.05615234,-0.5327148,0.128418,-0.07421875,0.5473633
7702,-13.4375,-55.1875,-70.625,-0.1010742,-0.04052734,-0.5288086,0.1298828,-0.07568359,0.5458984
7706,-14.875,-52.3125,-64.0625,-0.09716797,-0.03662109,-0.5366211,0.1298828,-0.07568359,0.5458984
7710,-15,-50.5625,-57.0625,-0.1049805,-0.04443359,-0.5405273,0.1308594,-0.07177734,0.543457
7714,-14.375,-49,-49.5,-0.1088867,-0.04833984,-0.5249023,0.1337891,-0.07177734,0.5419922
7718,-13.875,-47.25,-40.8125,-0.09326172,-0.06787109,-0.5136719,0.1337891,-0.07177734,0.5419922
7722,-13.625,-44.8125,-31.3125,-0.07373047,-0.07568359,-0.5058594,0.1337891,-0.07177734,0.5419922
7726,-14.4375,-41.9375,-21.1875,-0.04638672,-0.08740234,-0.5058594,0.137207,-0.06884766,0.5405273
7730,-15.6875,-38.75,-11.4375,-0.02294922,-0.09521484,-0.5019531,0.137207,-0.06884766,0.5405273
7734,-17.125,-35.875,-1.8125,-0.01123047,-0.1108398,-0.5019531,0.1386719,-0.0703125,0.5405273
7738,-18.5,-33.375,8.375,0.01171875,-0.1225586,-0.5136719,0.1386719,-0.06884766,0.5380859
7742,-20.1875,-30.8125,19.0625,0.0234375,-0.1342773,-0.5019531,0.1386719,-0.06884766,0.5380859
7746,-22.25,-28.625,29.625,0.03125,-0.1499023,-0.5019531,0.1386719,-0.07275391,0.5390625
7750,-24.125,-27.5,40.8125,0.03515625,-0.1616211,-0.5214844,0.1396484,-0.07275391,0.5380859
7754,-26,-27.125,51.4375,0.0390625,-0.1850586,-0.5327148,0.1396484,-0.07275391,0.5380859
7759,-42.0625,-27.625,114,-0.07763672,-0.2358398,-0.5595703,0.1420898,-0.08203125,0.5366211
7763,-45.6875,-26.625,123.9375,-0.09326172,-0.2241211,-0.5517578,0.1420898,-0.08740234,0.5366211
7767,-49.1875,-25.4375,132.9375,-0.112793,-0.2084961,-0.5634766,0.1435547,-0.09130859,0.5351563
7771,-52.75,-24.125,140.6875,-0.1362305,-0.1850586,-0.5942383,0.1435547,-0.09130859,0.5351563
7775,-55.9375,-23.125,146.5,-0.159668,-0.1342773,-0.6132813,0.1435547,-0.09814453,0.5366211
7779,-59.25,-22.125,150.5,-0.1713867,-0.1030273,-0.6474609,0.1435547,-0.1035156,0.5366211
7783,-63.5,-20.9375,153.6875,-0.1948242,-0.06005859,-0.6669922,0.1435547,-0.1035156,0.5366211
7787,-66.875,-19.1875,155.75,-0.2143555,-0.009277344,-0.6860352,0.1435547,-0.1098633,0.5351563
7791,-70.875,-17.875,157.25,-0.2456055,0.02539063,-0.7167969,0.1445313,-0.1137695,0.5327148
7795,-74,-16.25,157.75,-0.2646484,0.06445313,-0.7470703,0.1445313,-0.1137695,0.5327148
7799,-76.5,-15.625,158.3125,-0.2841797,0.09179688,-0.7661133,0.1445313,-0.1220703,0.5341797
7803,-77.125,-15.3125,158,-0.3154297,0.1269531,-0.796875,0.1435547,-0.1269531,0.5341797
7807,-78.625,-15.25,158.3125,-0.3154297,0.1621094,-0.8046875,0.1435547,-0.1269531,0.5341797
7811,-81.3125,-14,158.875,-0.3154297,0.1972656,-0.8125,0.1411133,-0.1337891,0.53125
7815,-83.875,-11.9375,159.5625,-0.3037109,0.2441406,-0.8237305,0.1411133,-0.1416016,0.5327148
7819,-90.375,-9.6875,162.5,-0.3232422,0.1386719,-0.8583984,0.1411133,-0.1416016,0.5327148
7823,-88.5625,-7.25,163.625,-0.2998047,0.2441406,-0.8774414,0.1386719,-0.1499023,0.5327148
7827,-91.1875,-5.9375,164.6875,-0.3154297,0.2324219,-0.8925781,0.1362305,-0.15625,0.5341797
7831,-90.75,-4.4375,167.125,-0.3271484,0.2402344,-0.8886719,0.1362305,-0.15625,0.5341797
7835,-86.3125,-2.75,168.875,-0.3271484,0.2758789,-0.8813477,0.1337891,-0.1640625,0.53125
7839,-80.75,-1.75,172.0625,-0.3388672,0.2602539,-0.8925781,0.1323242,-0.1748047,0.53125
7843,-73.3125,-1.3125,177.125,-0.3466797,0.2641602,-0.8925781,0.1323242,-0.1748047,0.53125
7847,-66.125,-0.875,182.25,-0.3583984,0.2719727,-0.9042969,0.1298828,-0.1816406,0.53125
7851,-58.5,-0.3125,187.625,-0.3740234,0.2875977,-0.8964844,0.125,-0.1879883,0.53125
7855,-51.8125,1.0625,192.625,-0.3818359,0.2758789,-0.9155273,0.125,-0.1879883,0.53125
7859,-45.625,2.25,197.3125,-0.3818359,0.2758789,-0.9233398,0.1225586,-0.2001953,0.5297852
7863,-38.4375,3.9375,201.375,-0.3857422,0.2836914,-0.9233398,0.1171875,-0.2050781,0.53125
7868,2.6875,7.375,216.125,-0.4716797,0.2641602,-0.9003906,0.09765625,-0.2329102,0.5288086
7872,5.5625,8.5,215.6875,-0.4677734,0.2524414,-0.8964844,0.09765625,-0.2329102,0.5288086
7876,6.9375,8.875,214.5,-0.4794922,0.2524414,-0.9272461,0.08886719,-0.2382813,0.5297852
7880,7.3125,8.8125,211.5625,-0.4912109,0.2480469,-0.9575195,0.08251953,-0.2436523,0.5273438
7884,6.6875,7.8125,207.3125,-0.5029297,0.2563477,-0.9731445,0.08251953,-0.2436523,0.5273438
7888,5.6875,5.375,202.1875,-0.5224609,0.2441406,-1.003906,0.07373047,-0.2490234,0.5273438
7892,5.1875,3,196.3125,-0.5185547,0.2207031,-0.9921875,0.06738281,-0.2529297,0.5288086
7896,3.9375,1.375,191.1875,-0.5302734,0.2128906,-0.9692383,0.06738281,-0.2529297,0.5288086
7900,2.375,1.75,186.75,-0.5537109,0.2011719,-0.9423828,0.06152344,-0.2558594,0.5258789
7904,1.125,2.1875,184.5625,-0.5693359,0.1894531,-0.9194336,0.05615234,-0.2583008,0.5244141
7908,0.125,3.5625,183.8125,-0.5771484,0.1972656,-0.9311523,0.05615234,-0.2583008,0.5244141
7912,-1.375,3.875,183.9375,-0.5810547,0.2089844,-0.9501953,0.04638672,-0.2558594,0.5234375
7916,-2.5,3.625,184.375,-0.5961914,0.2246094,-0.980957,0.04003906,-0.2607422,0.5205078
7920,-2.5,2.875,185.375,-0.5961914,0.2285156,-0.9960938,0.04003906,-0.2607422,0.5205078
7924,-0.9375,1.6875,184.8125,-0.6079102,0.2402344,-1.01123,0.03515625,-0.2636719,0.519043
7928,0.75,0.25,184.875,-0.6274414,0.2441406,-1.01123,0.02783203,-0.262207,0.5180664
7932,2.375,-1.25,184.9375,-0.6391602,0.2480469,-1.026855,0.02783203,-0.262207,0.5180664
7936,2.625,-1.75,185.0625,-0.6430664,0.2602539,-1.030273,0.02148438,-0.2651367,0.5166016
7940,3.375,-2.125,183.3125,-0.6508789,0.2797852,-1.030273,0.01416016,-0.2636719,0.5126953
7944,4.4375,-2.125,180.6875,-0.6547852,0.2954102,-1.03418,0.01416016,-0.2636719,0.5126953
7948,6,-1.875,176.125,-0.6665039,0.2915039,-1.030273,0.01025391,-0.2661133,0.5126953
7952,7.9375,-2.5,171.5625,-0.6782227,0.2875977,-1.038086,0.005371094,-0.2651367,0.5087891
7956,11,-3.875,166.625,-0.7172852,0.2680664,-1.053711,0.005371094,-0.2651367,0.5087891
7960,13.125,-6.625,162.9375,-0.7407227,0.2285156,-1.053711,0.0004882813,-0.2636719,0.5097656
7964,13,-8.25,160.25,-0.7797852,0.2128906,-1.045898,-0.005371094,-0.2651367,0.5087891
7968,14,-8.75,154.8125,-0.8032227,0.2324219,-1.019043,-0.005371094,-0.2651367,0.5087891
7972,15.125,-8.375,149.875,-0.8149414,0.2128906,-1.01123,-0.006835938,-0.262207,0.5073242
7977,25.875,-10.4375,114.625,-1.087891,0.1894531,-0.9960938,-0.01904297,-0.2558594,0.5058594
7981,30.75,-12,107.1875,-1.154297,0.1855469,-1.01123,-0.02050781,-0.2558594,0.5043945
7985,37.0625,-12.0625,97.6875,-1.197266,0.2207031,-1.007324,-0.02050781,-0.2558594,0.5043945
7989,45.4375,-14.25,89.5625,-1.220703,0.2441406,-1.026855,-0.02539063,-0.2529297,0.5019531
7993,53.375,-16.875,78.875,-1.302246,0.2602539,-1.053711,-0.02392578,-0.2529297,0.5087891
7997,61.125,-21.1875,69.0625,-1.356934,0.2719727,-1.080078,-0.02392578,-0.2529297,0.5087891
8001,68.1875,-25.75,60,-1.39209,0.2758789,-1.103027,-0.02685547,-0.2514648,0.5058594
8005,74.8125,-30.6875,51.25,-1.42334,0.2758789,-1.122559,-0.02783203,-0.2475586,0.5073242
8009,79.75,-35.75,43.4375,-1.446777,0.2758789,-1.164551,-0.02783203,-0.2475586,0.5073242
8013,84.125,-41.4375,34.3125,-1.45459,0.2719727,-1.175781,-0.02685547,-0.2451172,0.5073242
8017,88,-46.6875,24.4375,-1.466309,0.2680664,-1.195313,-0.02685547,-0.2436523,0.5087891
8021,91.125,-51,13.75,-1.45459,0.2602539,-1.183594,-0.02685547,-0.2436523,0.5087891
8025,92.375,-55.125,3.75,-1.450684,0.2363281,-1.179688,-0.02685547,-0.2412109,0.5151367
8029,93,-57.375,-6.75,-1.427246,0.2089844,-1.160645,-0.02539063,-0.2412109,0.5136719
8033,91.3125,-59.375,-16.375,-1.415527,0.1777344,-1.141602,-0.02539063,-0.2412109,0.5136719
8037,87.8125,-61.25,-24.9375,-1.388184,0.1230469,-1.114746,-0.02392578,-0.2373047,0.5166016
8041,83.1875,-62.5,-32.375,-1.333496,0.1074219,-1.087891,-0.02148438,-0.2373047,0.5180664
8045,78.3125,-62.5625,-41.4375,-1.321777,0.1035156,-1.07666,-0.02148438,-0.2373047,0.5180664
8049,72.375,-62.25,-51.5,-1.306152,0.09570313,-1.045898,-0.01904297,-0.234375,0.5180664
8053,67.375,-62.625,-61.4375,-1.278809,0.08789063,-1.053711,-0.01806641,-0.2329102,0.5219727
8057,63.0625,-63.875,-72.125,-1.236328,0.09570313,-1.041992,-0.01806641,-0.2329102,0.5219727
8061,58.5625,-66,-83.1875,-1.220703,0.09960938,-1.03418,-0.01416016,-0.2304688,0.5219727
8065,53.625,-69.75,-96,-1.197266,0.1191406,-1.041992,-0.01025391,-0.2304688,0.5234375
8069,48.625,-74.4375,-109.25,-1.197266,0.1308594,-1.038086,-0.01025391,-0.2304688,0.5234375
8073,43.625,-80.3125,-123.3125,-1.201172,0.1464844,-1.045898,-0.006835938,-0.2290039,0.5258789
8077,39.375,-87.1875,-136.9375,-1.216797,0.1308594,-1.038086,-0.001464844,-0.2290039,0.5258789
8081,36.4375,-92.75,-149.375,-1.216797,0.1230469,-1.026855,-0.001464844,-0.2290039,0.5258789
8086,39.9375,-110.75,-206.25,-1.150391,0.1074219,-0.9541016,0.02148438,-0.2265625,0.5297852
8090,41.625,-109.875,-210.9375,-1.134766,0.1152344,-0.9423828,0.03125,-0.2226563,0.53125
8094,43.3125,-107.9375,-215.0625,-1.095703,0.1074219,-0.9345703,0.0390625,-0.2197266,0.53125
8098,46.125,-106.9375,-218.5,-1.060547,0.1074219,-0.9423828,0.0390625,-0.2197266,0.53125
8102,48.0625,-106.375,-221.3125,-1.021484,0.1191406,-0.9692383,0.04785156,-0.2172852,0.5297852
8106,47.0625,-106.375,-224.5625,-1.001953,0.1308594,-0.984375,0.05761719,-0.2133789,0.5351563
8110,45.8125,-107.375,-228.0625,-0.9667969,0.1269531,-1.003906,0.05761719,-0.2133789,0.5351563
8114,45.1875,-109.1875,-231.6875,-0.9433594,0.1191406,-1.007324,0.06494141,-0.2133789,0.53125
8118,46.1875,-111.9375,-235.1875,-0.9047852,0.1152344,-1.003906,0.07519531,-0.206543,0.5341797
8122,49.125,-115,-239.8125,-0.8657227,0.1191406,-1.01123,0.07519531,-0.206543,0.5341797
8126,52.5,-118.5,-244.6875,-0.8305664,0.1152344,-0.9960938,0.08398438,-0.1987305,0.5351563
8130,54.5,-121.625,-248.875,-0.7954102,0.1035156,-0.980957,0.09228516,-0.1948242,0.5351563
8134,54.875,-123.6875,-251.375,-0.7680664,0.08007813,-0.9692383,0.09228516,-0.1948242,0.5351563
8138,53.0625,-124.4375,-252.3125,-0.7290039,0.05273438,-0.9423828,0.1025391,-0.190918,0.5341797
8142,50.375,-123.6875,-252.75,-0.6860352,0.04882813,-0.9042969,0.1123047,-0.1816406,0.53125
8146,47.625,-120.75,-252.9375,-0.6586914,0.01757813,-0.8774414,0.1123047,-0.1816406,0.53125
8150,45.6875,-117.5,-252.625,-0.6391602,0.005859375,-0.8544922,0.1210938,-0.1748047,0.5297852
8154,43.6875,-113.5625,-251.1875,-0.6274414,-0.009277344,-0.8354492,0.1323242,-0.1669922,0.5297852
8158,41.9375,-109.3125,-249.625,-0.6040039,-0.01318359,-0.8085938,0.1323242,-0.1669922,0.5297852
8162,40.125,-104.75,-247.4375,-0.5844727,-0.03271484,-0.796875,0.1396484,-0.1577148,0.5258789
8166,38.3125,-100.25,-244.8125,-0.5732422,-0.03662109,-0.7700195,0.1459961,-0.1469727,0.5234375
8170,36.75,-96.3125,-242,-0.5576172,-0.04443359,-0.7587891,0.1459961,-0.1469727,0.5234375
8174,35.375,-92.9375,-238.5625,-0.5380859,-0.04833984,-0.7548828,0.1547852,-0.140625,0.5180664
8178,34.75,-89.4375,-235.375,-0.5185547,-0.04833984,-0.7470703,0.159668,-0.1298828,0.5180664
8182,33.6875,-84.0625,-231.9375,-0.4990234,-0.06396484,-0.7319336,0.159668,-0.1298828,0.5180664
8186,32.3125,-79.6875,-227.625,-0.4755859,-0.08740234,-0.7167969,0.1669922,-0.1230469,0.5126953
8190,30.1875,-74.125,-222.8125,-0.4482422,-0.09521484,-0.7011719,0.1708984,-0.1137695,0.5112305
8195,26.75,-41.9375,-193.9375,-0.2646484,-0.09130859,-0.6821289,0.1845703,-0.08203125,0.503418
8199,24.5,-39.25,-184.8125,-0.2299805,-0.1811523,-0.6899414,0.1845703,-0.08203125,0.503418
8203,22.8125,-35.4375,-177.75,-0.1987305,-0.1420898,-0.6743164,0.1860352,-0.07421875,0.496582
8207,21.6875,-32.9375,-172.3125,-0.1713867,-0.1264648,-0.6933594,0.1870117,-0.06738281,0.4951172
8211,23.3125,-32.125,-167.5625,-0.1557617,-0.1264648,-0.7089844,0.1870117,-0.06738281,0.4951172
8215,25.875,-32.25,-163.1875,-0.1323242,-0.1303711,-0.7280273,0.1884766,-0.06103516,0.4936523
8219,29.4375,-34.4375,-159,-0.1166992,-0.1303711,-0.7431641,0.1884766,-0.05566406,0.4936523
8223,32,-36.5,-154.8125,-0.1049805,-0.1303711,-0.7470703,0.1884766,-0.05566406,0.4936523
