Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
25630,13.3125,7.875,-1.4375,-0.2724609,0.07617188,-0.984375,-0.05273438,-0.2119141,0.519043
25634,12.6875,8.25,-0.9375,-0.2724609,0.07226563,-0.9882813,-0.05273438,-0.2119141,0.519043
25638,12.3125,8.8125,-0.625,-0.2685547,0.07226563,-0.9921875,-0.05175781,-0.2143555,0.519043
25642,11.9375,8.875,-0.625,-0.2646484,0.08007813,-0.9921875,-0.05029297,-0.2133789,0.519043
25646,11.8125,9.0625,-0.75,-0.2685547,0.08007813,-0.9921875,-0.05029297,-0.2133789,0.519043
25650,11.6875,9.4375,-1.1875,-0.2763672,0.08398438,-0.9960938,-0.05175781,-0.2119141,0.519043
25654,11.8125,9.375,-1.25,-0.2724609,0.07617188,-0.9960938,-0.05273438,-0.2133789,0.5219727
25658,11.6875,9.4375,-0.9375,-0.2646484,0.07617188,-0.980957,-0.05273438,-0.2133789,0.5219727
25662,11.4375,9.5,-0.375,-0.2646484,0.06835938,-0.9960938,-0.05273438,-0.2104492,0.5244141
25666,11.1875,9.625,0.375,-0.2685547,0.06054688,-0.9882813,-0.05273438,-0.2119141,0.5219727
25670,11.375,9.6875,1.3125,-0.2646484,0.05664063,-0.9882813,-0.05273438,-0.2119141,0.5219727
25674,11.25,9.8125,1.875,-0.2607422,0.04882813,-0.9770508,-0.05273438,-0.2119141,0.5234375
25678,11.5,9.625,2.375,-0.2529297,0.04492188,-0.984375,-0.05419922,-0.2119141,0.5244141
25682,11.375,9.4375,2.5625,-0.2529297,0.05273438,-0.980957,-0.05419922,-0.2119141,0.5244141
25686,11.5,9.125,2.5,-0.2568359,0.04492188,-0.984375,-0.05175781,-0.2104492,0.5244141
25690,10.875,8.875,2.375,-0.2529297,0.04101563,-0.9882813,-0.05273438,-0.2104492,0.5258789
25694,10.9375,8.5,2,-0.2495117,0.03710938,-0.9770508,-0.05273438,-0.2104492,0.5258789
25698,10.5625,8.0625,2.0625,-0.2456055,0.03320313,-0.9882813,-0.05419922,-0.2119141,0.5273438
25702,10.625,7.875,1.4375,-0.2456055,0.03320313,-0.984375,-0.05419922,-0.2119141,0.5288086
25706,10.3125,7.5625,1,-0.2456055,0.04101563,-0.984375,-0.05419922,-0.2119141,0.5288086
25710,10.3125,7.25,0.1875,-0.2529297,0.04101563,-0.9960938,-0.05419922,-0.2119141,0.5273438
25714,10.4375,6.875,-0.125,-0.2568359,0.03320313,-0.9921875,-0.05175781,-0.2094727,0.5297852
25719,10.875,6.875,0.8125,-0.2802734,0.02539063,-1.01123,-0.05419922,-0.2094727,0.53125
25723,10.8125,7.25,0.875,-0.2841797,0.03320313,-1.015137,-0.05419922,-0.2094727,0.53125
25727,10.8125,7.5625,0.375,-0.2958984,0.02539063,-1.022949,-0.05273438,-0.2104492,0.5327148
25731,11.1875,7.5625,0.0625,-0.2958984,0.02539063,-1.019043,-0.05419922,-0.2094727,0.53125
25735,11.4375,8.125,-0.0625,-0.2958984,0.02148438,-1.019043,-0.05419922,-0.2094727,0.53125
25739,11.4375,8.5625,0.125,-0.2919922,0.01367188,-1.01123,-0.05419922,-0.2080078,0.5327148
25743,11.3125,9.4375,0.375,-0.2998047,0.005859375,-1.015137,-0.05419922,-0.2094727,0.5351563
25747,11.1875,10.5,0.8125,-0.2958984,0.001953125,-1.015137,-0.05419922,-0.2094727,0.5351563
25751,10.75,11.125,1.375,-0.2958984,-0.005371094,-1.007324,-0.05419922,-0.206543,0.5351563
25755,10.5,11.75,2.5,-0.2998047,-0.01318359,-1.015137,-0.05419922,-0.2094727,0.5351563
25759,10.25,12.25,2.9375,-0.2958984,-0.01318359,-1.007324,-0.05419922,-0.2094727,0.5351563
25763,10,12.6875,3.625,-0.2841797,-0.01708984,-1.01123,-0.05517578,-0.2080078,0.5366211
25767,9.9375,12.6875,3.875,-0.2841797,-0.02490234,-1.01123,-0.05517578,-0.2080078,0.5366211
25771,9.4375,12.9375,4.25,-0.2763672,-0.03662109,-1.007324,-0.05517578,-0.2080078,0.5366211
25775,8.875,12.8125,4.0625,-0.2646484,-0.02880859,-1.003906,-0.05664063,-0.2080078,0.5390625
25779,8.125,12.875,3.4375,-0.2607422,-0.03271484,-1.007324,-0.05664063,-0.2080078,0.5419922
25783,7.5625,12.75,2.625,-0.2568359,-0.02880859,-0.9960938,-0.05664063,-0.2080078,0.5419922
25787,7.125,12.3125,1.75,-0.2568359,-0.03271484,-1.003906,-0.05517578,-0.2080078,0.5390625
25791,6.5,11.8125,1.375,-0.2568359,-0.02880859,-1.01123,-0.05761719,-0.206543,0.5419922
25795,6.4375,11.3125,0.5,-0.2568359,-0.02880859,-1.003906,-0.05761719,-0.206543,0.5419922
25799,6.375,10.875,0.1875,-0.2568359,-0.02880859,-0.9960938,-0.05664063,-0.2094727,0.5405273
25803,5.875,10.5,-0.5,-0.2568359,-0.01708984,-1.003906,-0.05517578,-0.2080078,0.5419922
25807,6.0625,10.1875,-0.875,-0.2607422,-0.01708984,-1.007324,-0.05517578,-0.2080078,0.5419922
25811,6.5625,9.5625,-2.1875,-0.2646484,-0.005371094,-1.019043,-0.05664063,-0.2080078,0.543457
25815,6.9375,8.75,-3.625,-0.2646484,0.001953125,-1.030273,-0.05761719,-0.2080078,0.543457
25819,7.0625,8.75,-4.6875,-0.2685547,0.009765625,-1.022949,-0.05761719,-0.2080078,0.543457
25823,7.3125,8.5625,-5.75,-0.2724609,0.009765625,-1.026855,-0.05761719,-0.2094727,0.5458984
25828,9.1875,9.4375,-2.9375,-0.2802734,-0.01708984,-1.015137,-0.05761719,-0.2080078,0.5458984
25832,8.875,10.0625,-2.6875,-0.2802734,-0.01318359,-1.015137,-0.05761719,-0.2080078,0.5458984
25836,8.25,10.5625,-2.875,-0.2724609,-0.01318359,-1.015137,-0.05761719,-0.2080078,0.5458984
25840,8,10.75,-3,-0.2763672,-0.02490234,-1.015137,-0.05761719,-0.2080078,0.5498047
25844,7.4375,10.75,-2.8125,-0.2763672,-0.03662109,-1.003906,-0.05761719,-0.2080078,0.5498047
25848,7.3125,10.8125,-2.875,-0.2685547,-0.04052734,-1.007324,-0.05761719,-0.2080078,0.5498047
25852,7.3125,10.9375,-2.9375,-0.2685547,-0.04833984,-1.003906,-0.05664063,-0.206543,0.5512695
25856,6.75,10.9375,-2.8125,-0.2646484,-0.04052734,-1.003906,-0.05908203,-0.2080078,0.5488281
25860,5.9375,11.0625,-3.3125,-0.2646484,-0.04052734,-1.019043,-0.05908203,-0.2080078,0.5488281
25864,4.6875,11,-3.9375,-0.2607422,-0.04052734,-1.01123,-0.05908203,-0.206543,0.5527344
25868,3.75,10.625,-5,-0.2646484,-0.04443359,-1.015137,-0.05761719,-0.2094727,0.5541992
25872,3.125,10.6875,-5.8125,-0.2568359,-0.03271484,-1.003906,-0.05761719,-0.2094727,0.5541992
25876,2.5625,11,-7,-0.2607422,-0.04052734,-1.01123,-0.05761719,-0.2094727,0.5527344
25880,2.25,11.3125,-8.125,-0.2646484,-0.03662109,-1.019043,-0.05761719,-0.2094727,0.5551758
25884,1.6875,11.6875,-9.375,-0.2646484,-0.03271484,-1.015137,-0.05761719,-0.2094727,0.5551758
25888,0.9375,12.125,-10.625,-0.2646484,-0.01318359,-1.026855,-0.05761719,-0.2094727,0.5527344
25892,0.0625,12.3125,-11.9375,-0.2607422,-0.009277344,-1.019043,-0.05761719,-0.2094727,0.5527344
25896,-0.375,12.75,-13,-0.2568359,-0.001464844,-1.019043,-0.05761719,-0.2094727,0.5527344
25900,-0.625,12.9375,-13.375,-0.2568359,-0.001464844,-1.003906,-0.05908203,-0.2094727,0.5551758
25904,-0.625,13.375,-13,-0.2495117,-0.009277344,-1,-0.05908203,-0.2104492,0.5566406
25908,-0.1875,13.5,-11.6875,-0.2529297,-0.01708984,-1.003906,-0.05908203,-0.2104492,0.5566406
25912,0.625,13.5625,-9.9375,-0.2495117,-0.01708984,-1,-0.05908203,-0.2104492,0.5551758
25916,1.375,13.25,-8.75,-0.237793,-0.005371094,-1.015137,-0.05908203,-0.2104492,0.5541992
25920,2.0625,13.5,-8.25,-0.2416992,0.001953125,-1.01123,-0.05908203,-0.2104492,0.5541992
25924,1.3125,13.625,-7.5,-0.2529297,-0.009277344,-1,-0.06152344,-0.2119141,0.5581055
25928,0.3125,14,-5.375,-0.2338867,-0.02880859,-1.01123,-0.05908203,-0.2104492,0.5566406
25932,0.4375,14,-4.375,-0.222168,-0.005371094,-1.007324,-0.05908203,-0.2104492,0.5566406
25937,-0.25,11.5625,-9.25,-0.2182617,-0.001464844,-1.026855,-0.06152344,-0.2104492,0.559082
25941,-1.25,11.625,-9.9375,-0.2104492,0.005859375,-1.038086,-0.06005859,-0.2119141,0.559082
25945,-1.9375,11.3125,-10.9375,-0.2143555,0.01367188,-1.030273,-0.06005859,-0.2119141,0.5581055
25949,-2.1875,10.75,-11.875,-0.2143555,0.02148438,-1.019043,-0.06005859,-0.2119141,0.5581055
25953,-2.375,10.3125,-12.6875,-0.206543,0.02148438,-1.019043,-0.06152344,-0.2119141,0.5605469
25957,-1.6875,9.125,-13.3125,-0.2143555,0.02539063,-1.019043,-0.06005859,-0.2133789,0.5605469
25961,-0.75,8.3125,-13.9375,-0.2104492,0.02539063,-1.019043,-0.06005859,-0.2133789,0.5605469
25965,0.25,8.0625,-14.75,-0.2182617,0.02929688,-1.007324,-0.06005859,-0.2119141,0.559082
25969,1,7.3125,-15.75,-0.2182617,0.03320313,-1.026855,-0.05908203,-0.2133789,0.5605469
25973,1.75,6.6875,-16.4375,-0.2182617,0.03710938,-1.03418,-0.05908203,-0.2133789,0.5605469
25977,1.875,6.125,-17.0625,-0.2182617,0.02539063,-1.030273,-0.06005859,-0.2133789,0.5634766
25981,2,5.875,-17.625,-0.2104492,0.02148438,-1.015137,-0.05908203,-0.2133789,0.5620117
25985,2.4375,5.8125,-17.9375,-0.2182617,0.03320313,-1.019043,-0.05908203,-0.2133789,0.5620117
25989,2.625,5.8125,-17.75,-0.2143555,0.02929688,-1.01123,-0.06005859,-0.2143555,0.5644531
25993,3.125,5.3125,-17.4375,-0.2143555,0.01757813,-1.007324,-0.05908203,-0.2158203,0.5634766
25997,3.8125,5.1875,-16.3125,-0.2104492,0.01367188,-1.015137,-0.05908203,-0.2158203,0.5634766
26001,4.5625,5.125,-15.1875,-0.2104492,0.01367188,-1.003906,-0.05761719,-0.2133789,0.5644531
26005,4.6875,5.1875,-14,-0.2143555,0.01367188,-1.003906,-0.05664063,-0.2133789,0.5644531
26009,4.9375,5.625,-13.0625,-0.2143555,0.009765625,-1,-0.05664063,-0.2133789,0.5644531
26013,5.1875,5.625,-12.375,-0.2182617,0.01757813,-1.003906,-0.05761719,-0.2133789,0.565918
26017,5.25,5.6875,-11.625,-0.2143555,0.005859375,-1.003906,-0.05517578,-0.2119141,0.5673828
26021,5.625,5.4375,-10.9375,-0.2104492,0.005859375,-1.003906,-0.05517578,-0.2119141,0.5673828
26025,5.75,5.4375,-10.25,-0.206543,0.001953125,-0.9921875,-0.05517578,-0.2143555,0.5644531
26029,6,5.375,-9.4375,-0.2026367,0.001953125,-0.9960938,-0.05419922,-0.2143555,0.5698242
26033,6.5625,5.25,-8.875,-0.1987305,0.001953125,-0.9921875,-0.05419922,-0.2143555,0.5698242
26037,6.6875,5.1875,-8.375,-0.190918,-0.001464844,-0.9960938,-0.05517578,-0.2133789,0.5673828
26041,6.5625,5.1875,-8.375,-0.190918,0.001953125,-0.984375,-0.05517578,-0.2133789,0.5688477
26046,7.125,1.875,-4.75,-0.1713867,-0.02880859,-0.9692383,-0.05419922,-0.2104492,0.5712891
26050,7,1.5,-3.8125,-0.1635742,-0.03271484,-0.9614258,-0.05419922,-0.2104492,0.5712891
26054,6.5,0.9375,-3.1875,-0.159668,-0.03662109,-0.965332,-0.05419922,-0.2104492,0.5698242
26058,6.3125,0.375,-3.4375,-0.1557617,-0.02490234,-0.9575195,-0.05664063,-0.2094727,0.5712891
26062,5.9375,-0.1875,-3.875,-0.1557617,-0.01708984,-0.9575195,-0.05664063,-0.2094727,0.5712891
26066,5.6875,-0.875,-4.875,-0.1557617,-0.02099609,-0.965332,-0.05419922,-0.2104492,0.5712891
26070,5.3125,-2,-5.875,-0.1635742,-0.02099609,-0.9614258,-0.05517578,-0.2094727,0.5742188
26074,5.1875,-2.875,-6.625,-0.1635742,-0.03271484,-0.9501953,-0.05517578,-0.2094727,0.5742188
26078,4.9375,-3.125,-7.3125,-0.1635742,-0.03662109,-0.9423828,-0.05273438,-0.2094727,0.5727539
26082,4.5,-3.375,-7.4375,-0.1713867,-0.04052734,-0.9462891,-0.05273438,-0.2080078,0.5727539
26086,4.0625,-3.25,-7.375,-0.1713867,-0.04443359,-0.9345703,-0.05273438,-0.2080078,0.5727539
26090,3.5625,-3.1875,-6.875,-0.1713867,-0.04833984,-0.9345703,-0.05273438,-0.2094727,0.5751953
26094,3.3125,-3.1875,-6.125,-0.1713867,-0.04833984,-0.9345703,-0.05175781,-0.2080078,0.5742188
26098,2.6875,-3.0625,-5.4375,-0.1674805,-0.04833984,-0.9311523,-0.05175781,-0.2080078,0.5742188
26102,2.3125,-3,-4.6875,-0.1713867,-0.05224609,-0.9384766,-0.05273438,-0.2104492,0.5742188
26106,2.0625,-3.0625,-4.4375,-0.1674805,-0.03662109,-0.9384766,-0.05175781,-0.2094727,0.5727539
26110,1.8125,-3.125,-4.25,-0.1674805,-0.03662109,-0.9384766,-0.05175781,-0.2094727,0.5727539
26114,1.9375,-3.3125,-4.5,-0.1674805,-0.03662109,-0.9501953,-0.05175781,-0.2094727,0.5751953
26118,2,-3.75,-4.4375,-0.1713867,-0.03271484,-0.9345703,-0.05029297,-0.2080078,0.5742188
26122,1.75,-4.0625,-4.3125,-0.1674805,-0.04052734,-0.9384766,-0.05029297,-0.2080078,0.5742188
26126,1.9375,-4.4375,-4.0625,-0.1635742,-0.04052734,-0.9384766,-0.05273438,-0.2080078,0.5742188
26130,1.75,-4.5625,-3.4375,-0.159668,-0.04833984,-0.9233398,-0.05175781,-0.2094727,0.5727539
26134,1.75,-4.8125,-2.5625,-0.159668,-0.04833984,-0.9272461,-0.05175781,-0.2094727,0.5727539
26138,1.875,-5.125,-2.125,-0.1635742,-0.05224609,-0.9194336,-0.05175781,-0.2080078,0.5742188
26142,1.625,-5.25,-1.6875,-0.1557617,-0.06005859,-0.9194336,-0.05029297,-0.2080078,0.5727539
26146,1,-5.4375,-1.125,-0.159668,-0.06005859,-0.9116211,-0.05029297,-0.2080078,0.5727539
26150,0.0625,-5.875,-0.875,-0.159668,-0.06005859,-0.9116211,-0.05029297,-0.2080078,0.5751953
26155,-4.75,-8.375,2.4375,-0.1518555,-0.09130859,-0.8925781,-0.04882813,-0.2080078,0.5742188
26159,-5.5625,-8.9375,3.125,-0.1557617,-0.09912109,-0.9082031,-0.04882813,-0.2094727,0.5712891
26163,-6.6875,-9.375,3.125,-0.1674805,-0.09130859,-0.9155273,-0.04882813,-0.2094727,0.5712891
26167,-7.8125,-9.4375,3.375,-0.175293,-0.09521484,-0.9155273,-0.04882813,-0.2080078,0.5727539
26171,-9.3125,-9.375,2.6875,-0.175293,-0.08349609,-0.9272461,-0.05029297,-0.2094727,0.5712891
26175,-10.875,-9.5,2.375,-0.1791992,-0.07568359,-0.9345703,-0.05029297,-0.2094727,0.5712891
26179,-12.75,-9,1.875,-0.1870117,-0.07177734,-0.9384766,-0.05029297,-0.2094727,0.5712891
26183,-13.5,-8.875,1.25,-0.190918,-0.06005859,-0.9462891,-0.04882813,-0.2080078,0.5698242
26187,-15,-8.5625,0.875,-0.206543,-0.05224609,-0.9614258,-0.04882813,-0.2080078,0.5698242
26191,-15.75,-8.375,0.6875,-0.2143555,-0.04443359,-0.9692383,-0.05029297,-0.2104492,0.5727539
26195,-16.1875,-8.125,0.8125,-0.2104492,-0.04052734,-0.980957,-0.04882813,-0.2119141,0.5712891
26199,-16.3125,-7.625,0.8125,-0.2182617,-0.02099609,-0.9921875,-0.04882813,-0.2119141,0.5712891
26203,-16.75,-7,1,-0.2338867,-0.02099609,-0.9921875,-0.05029297,-0.2104492,0.5698242
26207,-17.125,-6.3125,1.6875,-0.2299805,-0.01708984,-1,-0.05029297,-0.2133789,0.5688477
26211,-17.0625,-5.9375,2.5,-0.2338867,-0.009277344,-1.01123,-0.05029297,-0.2133789,0.5688477
26215,-17.25,-5.1875,3.375,-0.237793,-0.009277344,-1.015137,-0.05029297,-0.2119141,0.5673828
26219,-17.375,-4.125,4.125,-0.2416992,-0.001464844,-1.019043,-0.05029297,-0.2143555,0.565918
26223,-17.0625,-3.1875,4.875,-0.2456055,0.005859375,-1.022949,-0.05029297,-0.2143555,0.565918
26227,-16.8125,-2.375,5.4375,-0.2416992,0.01367188,-1.030273,-0.05029297,-0.2143555,0.5673828
26231,-16.375,-1.4375,5.6875,-0.2456055,0.01757813,-1.03418,-0.05175781,-0.2158203,0.565918
26235,-15.9375,-0.625,6.125,-0.2456055,0.02929688,-1.045898,-0.05175781,-0.2158203,0.565918
26239,-15.5625,-0.0625,6.75,-0.2495117,0.03320313,-1.053711,-0.05029297,-0.2158203,0.5644531
26243,-14.8125,0.3125,7.1875,-0.2456055,0.02539063,-1.053711,-0.05029297,-0.2158203,0.5634766
26247,-14.25,0.5625,7.625,-0.237793,0.03710938,-1.064941,-0.05029297,-0.2158203,0.5634766
26251,-13.5,0.6875,7.6875,-0.2338867,0.04492188,-1.057129,-0.05175781,-0.21875,0.5620117
26255,-12.5,0.9375,7.75,-0.2338867,0.04492188,-1.068848,-0.05175781,-0.2172852,0.5634766
26259,-11.1875,0.8125,7.75,-0.2299805,0.03710938,-1.064941,-0.05175781,-0.2172852,0.5634766
26264,-7.3125,-0.25,6.0625,-0.2260742,0.01367188,-1.041992,-0.05273438,-0.21875,0.5605469
26268,-7.25,-0.4375,6,-0.222168,0.005859375,-1.049805,-0.05273438,-0.2197266,0.559082
26272,-7.25,-0.4375,5.9375,-0.2182617,0.005859375,-1.049805,-0.05419922,-0.21875,0.559082
26276,-6.9375,-0.8125,5.1875,-0.222168,0.005859375,-1.049805,-0.05419922,-0.21875,0.559082
26280,-6.75,-1,4.25,-0.222168,0.009765625,-1.041992,-0.05273438,-0.2197266,0.559082
26284,-6.375,-1.5,3.25,-0.2299805,0.009765625,-1.041992,-0.05419922,-0.2197266,0.5581055
26288,-6.1875,-2,2.5,-0.2338867,0.001953125,-1.049805,-0.05419922,-0.2197266,0.5581055
26292,-5.75,-2.1875,1.8125,-0.2260742,0.005859375,-1.041992,-0.05419922,-0.2197266,0.559082
26296,-5.625,-2.3125,1.6875,-0.237793,0.001953125,-1.038086,-0.05419922,-0.21875,0.5605469
26300,-5.4375,-2.3125,2.0625,-0.237793,-0.009277344,-1.030273,-0.05419922,-0.21875,0.5605469
26304,-5.125,-2.25,2.5,-0.237793,-0.01708984,-1.026855,-0.05517578,-0.2197266,0.559082
26308,-4.9375,-2.125,3.125,-0.2416992,-0.01318359,-1.030273,-0.05664063,-0.2197266,0.5581055
26312,-4.6875,-2.25,3.4375,-0.2456055,-0.005371094,-1.038086,-0.05664063,-0.2197266,0.5581055
26316,-4.8125,-2.1875,3.375,-0.2495117,0.001953125,-1.03418,-0.05419922,-0.2211914,0.5566406
26320,-4.5625,-2.125,3.1875,-0.2456055,0.005859375,-1.041992,-0.05517578,-0.2197266,0.559082
26324,-4.5625,-2.0625,2.6875,-0.2495117,0.005859375,-1.030273,-0.05517578,-0.2197266,0.559082
26328,-4.625,-2,2.0625,-0.2529297,0.005859375,-1.038086,-0.05273438,-0.2197266,0.5581055
26332,-4.8125,-1.8125,1.6875,-0.2495117,0.01367188,-1.053711,-0.05419922,-0.2211914,0.5551758
26336,-4.8125,-1.75,1.125,-0.2568359,0.02539063,-1.045898,-0.05419922,-0.2211914,0.5551758
26340,-4.875,-1.5625,0.4375,-0.2529297,0.02539063,-1.045898,-0.05273438,-0.2211914,0.5581055
26344,-4.8125,-0.875,-0.0625,-0.2646484,0.03320313,-1.057129,-0.05273438,-0.2211914,0.5566406
26348,-4.4375,-0.75,-0.3125,-0.2646484,0.03710938,-1.057129,-0.05273438,-0.2211914,0.5566406
26352,-3.625,-0.875,-0.375,-0.2685547,0.03710938,-1.057129,-0.05517578,-0.2211914,0.5541992
26356,-2.8125,-0.9375,0.125,-0.2646484,0.03320313,-1.053711,-0.05419922,-0.2226563,0.5551758
26360,-2,-1,0.5,-0.2646484,0.03320313,-1.045898,-0.05419922,-0.2226563,0.5551758
26364,-1.125,-0.9375,1.5625,-0.2646484,0.03710938,-1.057129,-0.05664063,-0.2211914,0.5551758
26368,-0.625,-0.4375,2.0625,-0.2646484,0.02929688,-1.049805,-0.05664063,-0.2197266,0.5551758
26373,1.75,-1.0625,2.25,-0.2529297,0.01367188,-1.03418,-0.05664063,-0.2211914,0.5566406
26377,2.125,-1.5,2.125,-0.2495117,0.001953125,-1.022949,-0.05664063,-0.2211914,0.5566406
26381,1.9375,-1.125,2.125,-0.2495117,-0.001464844,-1.026855,-0.05517578,-0.2197266,0.5551758
26385,1.8125,-1.1875,2.0625,-0.2495117,-0.001464844,-1.022949,-0.05419922,-0.2211914,0.5551758
26389,1.375,-0.875,1.8125,-0.2495117,0.001953125,-1.019043,-0.05419922,-0.2211914,0.5551758
26393,0.5,-0.8125,1.375,-0.2495117,-0.009277344,-1.01123,-0.05517578,-0.2226563,0.5551758
26397,0.3125,-0.5625,1.0625,-0.2495117,-0.005371094,-1.019043,-0.05517578,-0.2197266,0.5551758
26401,0.1875,-0.625,0.5,-0.2456055,-0.001464844,-1.019043,-0.05517578,-0.2197266,0.5551758
26405,0.0625,-0.75,-0.125,-0.2568359,0.001953125,-1.01123,-0.05419922,-0.2197266,0.5566406
26409,0.375,-0.75,-0.5,-0.2529297,-0.005371094,-1.007324,-0.05761719,-0.21875,0.5551758
26413,0.1875,-0.375,-0.375,-0.2529297,-0.001464844,-1.01123,-0.05761719,-0.21875,0.5551758
26417,0.0625,0.0625,-0.25,-0.2529297,-0.009277344,-1.007324,-0.05419922,-0.2211914,0.5551758
26421,-0.25,0.4375,0,-0.2568359,-0.009277344,-1,-0.05419922,-0.2211914,0.5541992
26425,-0.4375,1.125,0.1875,-0.2568359,-0.009277344,-1.003906,-0.05419922,-0.2211914,0.5541992
26429,-0.875,1.5,0.1875,-0.2646484,-0.001464844,-1.007324,-0.05419922,-0.2197266,0.5566406
26433,-1.375,1.625,0.4375,-0.2568359,0.001953125,-1.007324,-0.05419922,-0.2226563,0.5566406
26437,-1.4375,1.9375,0.3125,-0.2568359,0.001953125,-1.007324,-0.05419922,-0.2226563,0.5566406
26441,-1.375,2,0.5,-0.2495117,0.001953125,-1.019043,-0.05419922,-0.2226563,0.5551758
26445,-1.3125,2.125,0.375,-0.2568359,0.01367188,-1.019043,-0.05517578,-0.2211914,0.5551758
26449,-1.125,1.9375,0.5,-0.2495117,0.001953125,-1.015137,-0.05517578,-0.2211914,0.5551758
26453,-1.25,2,0.3125,-0.2456055,0.005859375,-1.015137,-0.05517578,-0.2226563,0.5566406
26457,-1.25,1.9375,-0.1875,-0.2416992,0.02148438,-1.015137,-0.05664063,-0.2226563,0.5566406
26461,-0.8125,1.6875,-1.0625,-0.2456055,0.02929688,-1.019043,-0.05664063,-0.2226563,0.5566406
26465,-0.625,1.25,-1.9375,-0.2416992,0.02929688,-1.030273,-0.05517578,-0.2211914,0.5541992
26469,-0.25,0.75,-2.3125,-0.2495117,0.02929688,-1.019043,-0.05419922,-0.2226563,0.5512695
26473,0.3125,0.625,-2.3125,-0.2529297,0.02148438,-1.019043,-0.05419922,-0.2226563,0.5512695
26477,0.75,0.1875,-1.875,-0.2456055,0.02148438,-1.015137,-0.05517578,-0.2226563,0.5551758
26482,1.1875,-0.0625,-1.375,-0.2299805,0.001953125,-1,-0.05517578,-0.2236328,0.5541992
26486,0.75,0,-1.625,-0.222168,0.001953125,-0.9921875,-0.05664063,-0.2236328,0.5541992
26490,0.625,-0.125,-1.5,-0.222168,-0.001464844,-0.9921875,-0.05664063,-0.2236328,0.5541992
26494,0.1875,0,-1.6875,-0.222168,-0.001464844,-0.9882813,-0.05517578,-0.2211914,0.5551758
26498,-0.25,0,-1.75,-0.2182617,-0.005371094,-0.9882813,-0.05273438,-0.2236328,0.5541992
26502,-0.9375,-0.375,-1.8125,-0.2260742,-0.01708984,-0.9882813,-0.05273438,-0.2236328,0.5541992
26506,-1.1875,-0.3125,-1.75,-0.2260742,-0.009277344,-0.984375,-0.05419922,-0.2226563,0.5551758
26510,-1.875,-0.125,-1.6875,-0.2299805,-0.01318359,-0.9882813,-0.05419922,-0.2226563,0.5551758
26514,-2.3125,-0.0625,-1.75,-0.2338867,-0.009277344,-0.980957,-0.05419922,-0.2226563,0.5551758
26518,-3,0.125,-1.6875,-0.2260742,-0.009277344,-0.984375,-0.05419922,-0.2236328,0.5566406
26522,-3.625,0.375,-2,-0.2260742,-0.005371094,-1,-0.05273438,-0.2236328,0.5541992
26526,-4.25,0.4375,-2.3125,-0.2299805,0.009765625,-1,-0.05273438,-0.2236328,0.5541992
26530,-5.0625,0.9375,-2,-0.2260742,0.01367188,-1,-0.05273438,-0.2236328,0.5541992
26534,-5.3125,1.3125,-2.1875,-0.2299805,0.01757813,-1,-0.05664063,-0.2250977,0.5551758
26538,-5.4375,1.5,-2.25,-0.222168,0.02148438,-1.01123,-0.05664063,-0.2250977,0.5551758
26542,-5.25,1.6875,-2.25,-0.2260742,0.02929688,-0.9960938,-0.05419922,-0.2236328,0.5541992
26546,-4.875,1.8125,-2.125,-0.2260742,0.03320313,-1.003906,-0.05517578,-0.2250977,0.5541992
26550,-4.375,1.75,-1.75,-0.2260742,0.02929688,-1.007324,-0.05517578,-0.2250977,0.5541992
26554,-3.6875,1.75,-1.4375,-0.222168,0.02929688,-1.007324,-0.05517578,-0.2250977,0.5541992
26558,-3.375,1.875,-1.0625,-0.2182617,0.03320313,-1.003906,-0.05419922,-0.2236328,0.5541992
26562,-3.1875,2.0625,-0.6875,-0.2182617,0.03710938,-1,-0.05419922,-0.2236328,0.5541992
26566,-3.0625,2.25,-0.4375,-0.2143555,0.02929688,-0.9960938,-0.05517578,-0.2265625,0.5541992
26570,-2.75,1.75,-0.5,-0.2143555,0.02929688,-1,-0.05517578,-0.2250977,0.5566406
26574,-2.6875,1.4375,-0.6875,-0.2026367,0.02929688,-1,-0.05517578,-0.2250977,0.5566406
26578,-2.5625,1.1875,-0.75,-0.1948242,0.02539063,-0.9960938,-0.05664063,-0.2236328,0.5541992
26582,-2.375,1.25,-1.0625,-0.1948242,0.02148438,-0.9960938,-0.05419922,-0.2250977,0.5566406
26586,-2.5,1.0625,-1.5,-0.1870117,0.02539063,-0.984375,-0.05419922,-0.2250977,0.5566406
26591,-1.9375,-1.3125,-2.9375,-0.1870117,0.01367188,-0.965332,-0.05273438,-0.2250977,0.5566406
26595,-2.6875,-1.25,-3.0625,-0.1870117,0.02539063,-0.9614258,-0.05419922,-0.2265625,0.5527344
26599,-2.75,-1.625,-3.25,-0.190918,0.02539063,-0.9692383,-0.05664063,-0.2236328,0.5541992
26603,-3,-1.625,-3.0625,-0.1948242,0.02148438,-0.9692383,-0.05664063,-0.2236328,0.5541992
26607,-3.25,-1.625,-2.75,-0.190918,0.01757813,-0.9614258,-0.05517578,-0.2250977,0.5527344
26611,-3.75,-1.3125,-2.875,-0.1987305,0.02148438,-0.9541016,-0.05517578,-0.2265625,0.5512695
