Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.399564743,-0.0603314,-0.1384758,-0.053053,-0.4953107,0.1474322,0.8401101,2.675602,21.64249,-45.27925,1001.507
0.402062893,-0.2461987,-0.07887299,-0.05303634,-0.4932303,0.1401497,0.8368171,2.675602,21.64249,-45.27925,1001.505
0.404559612,-0.2461214,-0.01928892,0.008180529,-0.4984317,0.1302766,0.8330694,2.675602,21.64249,-45.27925,1001.505
0.407056808,-0.1221199,-0.01928286,0.06937816,-0.4916788,0.1347141,0.8273017,2.675602,21.64249,-45.27925,1001.505
0.409554005,0.1257669,-0.1383954,0.06935637,-0.4883203,0.1388117,0.8377792,2.675602,21.64249,-45.27925,1001.505
0.412051678,0.2496515,0.04032598,0.06933457,-0.4918206,0.1430479,0.833452,2.675602,21.64249,-45.27925,1001.505
0.414548874,0.1256489,0.2189912,0.0693128,-0.4976507,0.1415175,0.8372877,2.675602,21.64249,-45.27925,1001.505
0.417046070,-0.1222389,0.04024451,-0.1143096,-0.4918084,0.1426141,0.8372764,2.675602,21.64249,-45.27925,1001.505
0.419542789,-0.4320109,-0.1980053,-0.1142737,-0.4956481,0.138609,0.8344412,2.675602,21.64249,-45.27925,1001.505
0.422039986,-0.3699131,-0.01926523,0.008162629,-0.4947244,0.1415289,0.8334646,2.675602,21.64249,-45.27925,1001.505
0.424537182,-0.1839107,-0.1383778,-0.05304014,-0.491779,0.1405956,0.8315588,2.675602,21.64249,-45.27925,1001.505
0.427034855,-0.1218908,0.0403436,0.1917773,-0.4922065,0.137188,0.8315834,2.675602,21.64249,-45.27925,1001.505
0.429532051,-0.1218525,0.2190088,-0.05308372,-0.4941709,0.1382068,0.8382646,2.675602,21.64249,-45.27925,1001.505
0.432029247,0.1260341,0.1593807,0.008133158,-0.4947227,0.1415547,0.8353751,2.675602,21.64249,-45.27925,1001.505
0.434526443,0.3118808,0.09977135,0.130531,-0.4889186,0.144541,0.831529,3.049449,21.28153,-45.27359,1001.505
0.437024116,0.001972381,0.2784179,0.0692898,-0.4947788,0.1444085,0.8310557,3.049449,21.28153,-45.27359,1001.505
0.439521313,-0.1219524,0.397449,0.008067828,-0.4976561,0.1414401,0.8315563,3.049449,21.28153,-45.27359,1001.505
0.442018509,-0.05995202,0.159087,-0.2367355,-0.4976187,0.1395376,0.8344358,3.049449,21.28153,-45.27359,1001.508
0.444515705,0.002028909,0.09947771,-0.1142607,-0.4970141,0.1326766,0.8287524,3.049449,21.28153,-45.27359,1001.508
0.447013378,-0.183858,0.2781244,0.130576,-0.4970288,0.1336859,0.8316112,3.049449,21.28153,-45.27359,1001.508
0.449510574,0.06404812,0.1589184,0.1305349,-0.4972274,0.1442529,0.8234156,3.049449,21.28153,-45.27359,1001.508
0.452007770,0.3118764,0.1588684,0.06929374,-0.4957186,0.1418644,0.8239095,3.049449,21.28153,-45.27359,1001.508
0.454504967,0.1878542,0.1588185,0.008071762,-0.4951976,0.1405156,0.8310837,3.049449,21.28153,-45.27359,1001.508
0.457002640,0.001908915,0.09920935,0.008069225,-0.4943125,0.1459329,0.8353436,3.049449,21.28153,-45.27359,1001.508
0.459499836,0.0638704,0.09917818,0.008066691,-0.4977311,0.1458529,0.8348684,3.049449,21.28153,-45.27359,1001.508
0.461997032,0.001888249,0.03958772,0.008064158,-0.5011325,0.1441882,0.8248514,3.049449,21.28153,-45.27359,1001.508
0.464494228,0.06384975,0.03957529,0.008061625,-0.4956634,0.1389977,0.8272735,3.049449,21.28153,-45.27359,1001.508
0.466991901,0.06382969,-0.07955575,0.1304595,-0.4956015,0.1362277,0.8378019,3.049449,21.28153,-45.27359,1001.508
0.469488144,0.1257717,0.03958785,0.1304185,-0.4937364,0.1411033,0.836333,3.049449,21.28153,-45.27359,1001.508
0.471985817,0.1257322,0.158694,0.1915777,-0.493654,0.1361859,0.8315914,3.049449,21.28153,-45.27359,1001.508
0.474483013,0.1256927,0.09908485,-0.1144835,-0.4950947,0.1346727,0.8296924,3.049449,21.28153,-45.27359,1001.508
0.476982117,0.3735016,0.09905373,0.007952917,-0.494742,0.1418854,0.8239087,3.049449,21.28153,-45.27359,1001.508
0.479477405,0.2494601,0.03946331,0.007950418,-0.4923107,0.1430116,0.831542,3.049449,21.28153,-45.27359,1001.508
0.481975078,0.06349543,-0.02010839,0.007947922,-0.4941562,0.1371976,0.8354058,3.049449,21.28153,-45.27359,1001.506
0.484472275,-0.1224108,0.2181351,-0.05325478,-0.4952526,0.1439965,0.8372686,2.308243,21.64306,-44.83202,1001.506
0.486969471,-0.1223723,0.098948,0.06916235,-0.4922308,0.1386697,0.8334835,2.308243,21.64306,-44.83202,1001.506
0.489466667,0.06355238,0.09891692,0.007940426,-0.4971326,0.1395159,0.8320473,2.308243,21.64306,-44.83202,1001.506
0.491964340,0.2494187,0.2775638,-0.05326227,-0.4980896,0.1385565,0.834443,2.308243,21.64306,-44.83202,1001.506
0.494461536,0.001491966,0.09879864,0.007954665,-0.4941702,0.1376055,0.8296709,2.308243,21.64306,-44.83202,1001.506
