1,0.25,-1.8125,-1.875,-0.49121094,-0.0014648438,0.8222656,0.00390625,0.1875,-0.009277344
2,-0.4375,-1.625,-2.0,-0.49902344,0.001953125,0.8256836,0.00390625,0.18603516,-0.012207031
3,-0.5,-1.8125,-2.125,-0.49902344,-0.0014648438,0.8256836,0.00390625,0.18603516,-0.009277344
4,-0.3125,-1.6875,-2.0625,-0.4951172,-0.009277344,0.82958984,0.00390625,0.18603516,-0.009277344
5,-0.5,-1.5625,-2.0,-0.4951172,-0.009277344,0.83740234,0.0014648438,0.1850586,-0.009277344
6,-0.875,-1.6875,-1.8125,-0.49121094,-0.009277344,0.8256836,0.00390625,0.1875,-0.0107421875
7,-0.9375,-1.5,-1.8125,-0.4873047,-0.009277344,0.8256836,0.00390625,0.1875,-0.0107421875
8,-1.0625,-1.3125,-1.6875,-0.4951172,-0.013183594,0.82958984,0.0029296875,0.1875,-0.0107421875
9,-1.0625,-1.375,-1.3125,-0.4951172,-0.017089844,0.83740234,0.0029296875,0.1850586,-0.013183594
10,-0.625,-1.1875,-1.3125,-0.4873047,-0.013183594,0.82958984,0.0029296875,0.1850586,-0.013183594
11,-0.5,-1.1875,-1.25,-0.4951172,-0.0014648438,0.8256836,0.0029296875,0.1875,-0.0107421875
12,-0.5,-1.125,-1.1875,-0.49902344,-0.0053710938,0.8334961,0.0014648438,0.18603516,-0.009277344
13,-0.5,-1.1875,-1.25,-0.5029297,-0.009277344,0.82958984,0.0014648438,0.18603516,-0.009277344
14,-0.25,-1.3125,-1.1875,-0.5029297,-0.013183594,0.82958984,0.00390625,0.18896484,-0.0107421875
15,-0.375,-1.375,-1.25,-0.49902344,-0.0053710938,0.8222656,0.00390625,0.18603516,-0.0107421875
16,-0.5625,-1.3125,-1.1875,-0.4951172,-0.0053710938,0.82958984,0.00390625,0.18603516,-0.0107421875
17,-0.8125,-1.5,-1.1875,-0.49902344,-0.013183594,0.8222656,0.0029296875,0.18603516,-0.0107421875
18,-1.0625,-1.75,-1.3125,-0.49902344,-0.009277344,0.82958984,0.0053710938,0.18603516,-0.009277344
19,-1.125,-1.8125,-1.4375,-0.5029297,-0.0014648438,0.8256836,0.0053710938,0.18603516,-0.009277344
20,-1.125,-1.8125,-1.5,-0.49902344,-0.009277344,0.8256836,0.0029296875,0.18603516,-0.009277344
21,-1.375,-2.0625,-1.6875,-0.4951172,-0.009277344,0.8222656,0.0014648438,0.1875,-0.0107421875
22,-2.1875,-2.125,-1.625,-0.49902344,-0.0014648438,0.8144531,0.0014648438,0.1875,-0.0107421875
23,-2.4375,-2.3125,-1.75,-0.4873047,-0.0053710938,0.82958984,0.0014648438,0.1875,-0.009277344
24,-2.8125,-2.375,-1.8125,-0.49902344,0.001953125,0.8256836,0.0029296875,0.1875,-0.012207031
25,-3.5625,-2.6875,-1.6875,-0.49121094,-0.0014648438,0.8222656,0.0029296875,0.1875,-0.012207031
26,-4.4375,-2.75,-1.8125,-0.4951172,0.001953125,0.8256836,0.0029296875,0.1875,-0.0107421875
27,-5.5,-3.0,-1.875,-0.49902344,-0.0014648438,0.8183594,0.00390625,0.1875,-0.0107421875
28,-5.8125,-3.3125,-1.8125,-0.49121094,-0.013183594,0.8256836,0.00390625,0.1875,-0.0107421875
29,-5.875,-3.1875,-1.6875,-0.4794922,-0.009277344,0.8256836,0.0029296875,0.1875,-0.0078125
30,-6.4375,-3.4375,-1.8125,-0.4794922,-0.0014648438,0.8334961,0.0014648438,0.18896484,-0.0107421875
31,-6.4375,-3.375,-1.375,-0.49121094,-0.0053710938,0.82958984,0.0014648438,0.18896484,-0.0107421875
32,-6.75,-3.75,-1.5,-0.48339844,-0.0014648438,0.82958984,0.0014648438,0.18896484,-0.009277344
33,-7.5,-3.5625,-1.4375,-0.48339844,-0.0014648438,0.8256836,0.0014648438,0.18896484,-0.0078125
